name,rating,price,url,description,instruction,country
Парфюмерная вода Penhaligon's  CHANGING CONSTANCE,-,29 000,https://goldapple.ru/19000126979-changing-constance,"Где-то среди английских холмов солнце мягко поднималось над уютно устроившимся среди величественной дубовой рощи особняком, который был построен вскоре после прибытия в Англию Вильгельма Завоевателя (или около того). Двое или трое слуг в поте лица набирают ванны, открывают шторы и выбивают ковры, подготавливая дом для встречи друг с другом его обитателей.

Позвольте нам одну милость — предоставить полную свободу воображению и познакомить вас с героями, которых на самом деле никогда не существовало, даже если кажется, будто вы где-то встречались…

Changing Constance (Переменчивая Констанс)
Сестра Lady Blanche, Констанция — женщина, каких называют «прогрессивная». Женщина своего времени, хотя времена всегда меняются. Безусловно, прогресс есть прогресс, но выйдет ли она когда-нибудь замуж? Зачем ей работа? Что не так с нашим правительством? И почему, о, ну почему же у нее на все есть свое мнение? Несмотря на все эти недостатки, мужчины падают к ее ногам, дети не чают в ней души, а слуги относятся к ней с особым уважением.
О чем это она так громко заявляет? О праве голоса для женщин? Чтобы они забыли о том, что значит быть леди?! Это уже не шутки… Может, она еще и в брюки облачится?! Боже милостивый, что останется мужчинам, если женщины начнут носить брюки?

Её аромат
Первый вдох свежих и пряных нот интригует (неподчинением правилам?). Сочетание прохладного кардамона и горячей пименты приводит в замешательство. Ее энергия сменяется шокирующей благопристойностью. Этот аромат также обладает изысканностью.
К сожалению, старые привычки отмирают с трудом, а когда они исчезают — нам трудно. Поэтому все в доме согласились хотя бы изображать интерес к новым тенденциям (до тех пор, пока они напоминают старые). За исключением Констанции, конечно, которая решила игнорировать даже Конституцию.
Что, никаких цветов? Древесные ноты? Соленая карамель? И даже табак?! Должно быть, здесь какая-то ошибка!",-,Великобритания
Аромадиффузор Sample 32  Cape town,-,2 900,https://goldapple.ru/19000231576-45,"Аромадиффузор, фибровые палочки, открытка, подарочная упаковка.","Поставьте палочки во флакон с ароматической жидкостью. Подождите 24–36 часов, чтобы аромат заполнил помещение. Для улучшения рассеивания аромата регулярно переворачивайте палочки. Используйте желаемое количество палочек – от их количества зависит интенсивность аромата.",Россия
Ароматическая свеча YOPE  Winter Pralines,4.5,1 236,https://goldapple.ru/19000220687-winter-pralines,"Свеча из 100% соевого воска наполняет воздух ароматом засахаренной вишни, насыщенным шоколадом и яркими цитрусами, навевая воспоминания о зимних праздниках с коробками конфет и мандаринами. 

Благодаря низкой температуре плавления свеча прослужит дольше, а воск не будет гореть при расплавлении. Выделяет мало дыма и углекислого газа, не оставляет неприятного запаха при тушении. 

Ручная работа. 
Время горения: до 50 часов.","При первом использовании дайте свече гореть около 3 часов для равномерного расплавления воска. Не оставляйте горящую свечу больше 4 часов. 
После горения свечу нужно оставить минимум на 2 часа, чтобы воск затвердел. 
Перед каждым использованием обрезайте фитиль на полсантиметра.",Польша
"Духи концентрированные Zielinski & Rozen  Black Pepper, Vetiver, Neroli, Amber",4.7,2 200,https://goldapple.ru/19000004553-black-pepper-amber-neroli,"Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность.
Эрез Розен 

Замысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов. 

Все ароматы Zielinski&Rozen категории унисекс.",Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.,Россия
Парфюмерная вода State Of Mind  Voluptuous Seductio,4.0,3 987,https://goldapple.ru/19000125954-voluptuous-seductio,"Мобильная версия спрея создана, чтобы любимый аромат всегда был под рукой! Стильный восьмигранный флакон с изысканным дизайном защищен бархатным чехлом, который входит в набор. Также прилагается воронка для наполнения компактной упаковки (атомайзера) из полноразмерного флакона. Роскошный цветочный аромат – это уникальный пышный букет благородных нот. 
Он собран из тёплого ройбуша и лилии, насыщенной розы и шиповника. Древесные базовые ноты сандала и кедра усиливают глубокий чарующий шлейф. Лучезарный, эмоциональный, чувственный аромат намекает на утонченное соблазнение. Компактный флакон в элегантном чехле станет украшением сумочки и позволит наслаждаться пленительной композицией в течение всего дня.
",Только для наружного применения.,Франция
Свеча ароматическая Tkano  Edge Italian Cypress синяя,-,1 992,https://goldapple.ru/19000186106-edge-italian-cypress-sinaa,"Свеча ароматическая Italian Cypress синего цвета из коллекции Edge с дизайном, вдохновленным русскими традициями, отлично подойдет для домашнего декора и создания в интерьере уютной, расслабляющей атмосферы. Фактурные грани и округлая поверхность стакана отсылают нас к образу купола – символу духовного подъема и стремления к совершенству. Экологичные материалы, такие как соевый, кокосовый воск и фитиль из натурального хлопка делают свечу безопасной для здоровья и окружающей среды. При горении она не выделяет вредных соединений и не коптит. Однако, во избежание перегрева стакана, рекомендуем не зажигать ее более, чем на 4 часа. 

Аромат свечи ассоциируется с прогулкой по кипарисовой роще, где воздух пропитан благоуханием свежей зелени, смешанной с легкими хвойными аккордами. Этот благозвучный тандем красиво оттеняется легкой цветочной дымкой, нотами мускуса, пряной амбры и сухой древесины. 

Верхние ноты: кипарис и свежие ноты.
Средние ноты: герань, жасмин, зеленые стебли.
База: древесные ноты, амбра и диффузный мускус.

Размеры свечи: 8х6,5 см.

! Регулярно подрезать фитиль, чтобы его высота не превышала 6-8 мм. Благодаря этому пламя будет ярким и ровным. 
! Не оставлять свечу на ветру или сквозняке – это может привести к неравномерному горению и, как следствие, – к образованию сильных подтеков.
! Зажигать свечу, предварительно расположив ее на подсвечнике, если она идет без специального стакана.
! Не оставлять горящую свечу без присмотра.
! Использовать вдали от легковоспламеняющихся материалов.
! Беречь от детей и домашних животных.

Важно! Если свеча начала подтекать, огонь следует затушить и дать воску застыть, после чего можно будет зажечь ее повторно. В противном случае может образоваться сильный подтек, а свеча утратит красивый внешний вид и свои первоначальные качества.","соевый воск, кокосовый воск, ароматическая композиция, хлопковый фитиль",Россия
Свеча ароматическая Vellutier  Café Au Laitt,4.0,4 597,https://goldapple.ru/19000131310-cafe-au-laitt,"Свечи Vellutier — Это дизайн, элегантность и история, описанная в ароматах.
Это бархатистый воск высочайшего качества, изготовленный по специальному рецепту в уникальном стакане. Его утонченная форма с характерным срезом, образует идеальную фигуру с крышкой из натурального дерева.
Геральдический логотип, выгравированный на деревянной крышке, подчеркивает уникальность благородного материала, раскрывая его неповторимую структуру. Свечи Vellutier имеют специальный хлопковый фитиль, изготовленный с добавлением египетского хлопка. Для его изготовления мы используем хлопок высочайшего качества, который позволяет свече гореть красивым пламенем.
Ароматы Vellutier — это тщательно подобранные элегантные композиции, которые переносят нас в далекие края, рассказывая через уникальные ноты, захватывающие истории о самых красивых уголках мира!
Ничто так не пробуждает чувства по утрам, как ароматный кофе. Встречайте свой день по-французски благодаря богатому аромату свежемолотых зерен арабики, слегка вспененного теплого молока с оттенком сладости, скрытой в тончайшей ванили.",Ароматическая композиция,Польша
Свеча ароматическая Статика  Strawberry & Basil,-,2 000,https://goldapple.ru/19000165848-strawberry-basil,"Поверхность покрывается лаком и гидрофобной защитой. Легко впишется в любой интерьер. Не впитывает загрязнения. Влагостойкая. Свеча цилиндрической формы. Приятная на ощупь, с небольшими порами и неоднородным красивым бежевым цветом с бирюзовыми разводами. Деревянный фитиль. Высокопрочный материал обеспечивают максимально длительную эксплуатацию. Подходит как для домашнего интерьера, так и для заведений.",Рекомендуемое время непрерывного использования свечи - 3 часа.,Россия
Шелковистый лосьон для тела I'm from  Supul silky body lotion,5.0,2 598,https://goldapple.ru/19000247263-supul-silky-body-lotion,"Лосьон увлажняет и питает кожу, устраняет сухость и шелушения. Средство дарит чувственный цветочный аромат и помогает поддерживать гладкость и упругость кожи тела.","После душа или ванны нанесите лосьон на чистую и сухую кожу тела, распределите легкими массирующими движениями.",Республика Корея
Парфюмерная вода Ynepsie  EDEN FLOWER,4.8,2 800,https://goldapple.ru/19000178405-eden-flower,"Вдохновляющая и нежная композиция Ynepsie – словно приглашение в райский сад, где витают ароматы цветов и фруктов. Удачное сочетание персикового нектара и роскошного букета, объединившего жасмин, розу и ландыш, мгновенно очаровывает и постепенно уступает место более смелой чувственности сандала и пачулей. Одновременно мягкая и чувственная парфюмерная композиция объединяет женственность, фруктово-цветочную нежность и соблазнительность.
 

",Только для наружного применения.,Франция
Парфюмерная вода Bvlgari  Allegra Riva Solare,5.0,21 310,https://goldapple.ru/19000010974-allegra-riva-solare,"Искрящийся цитрусово-цветочный аромат Riva Solare – это парфюмерное воплощение ярких и захватывающих каникул в Италии. Композиция из коллекции Bvlgari Allegra, раскрывающей яркость и глубину итальянских эмоций, передаёт прилив радости от прогулки у Средиземного моря. Бодрящий и освежающий всплеск аромата калабрийского бергамота отражает уникальную атмосферу итальянской Ривьеры. Изысканная и чувственная нота нероли добавляет композиции зеленые и белоцветочные акценты, воплощающие живительную энергию солнца и моря. Усилить звучание этого яркого аромата и создать индивидуальное сочетание под своё настроение можно с помощью одной из эссенций коллекции Bvlgari Allegra, идеально дополняющих гармонию нот. Ваш персонализированный аромат начинается здесь!

Ключевые ноты: бергамот, нероли 

",-,Италия
Туалетная вода ICEBERG  TWICE FEMME,4.7,1 565,https://goldapple.ru/19000061652-twice-for-her,"Туалетная вода ICEBERG TWICE для женщин – это цветочный акватический аромат с прозрачным и чистым цветочным аккордом и пудровыми базовыми нотами. Свежая и нежная композиция встречает гармонией альдегидов, фрезии, сладкого персика, ландыша и бергамота. В сердце аромата – пышный цветочный букет с цикламеном, гарденией, фиалкой, орхидеей, жасмином, розой и корнем ириса. Пудровая нота корня ириса ведет к тёплой и чувственной базе композиции, в которой сочетаются мёд, сандал, амбра, мускус и кедр.
Парфюмер – Sophie Labbé.


",только для наружного применения,Италия
Туалетная вода Kenzo  AQUA KENZO POUR HOMME,5.0,10 790,https://goldapple.ru/7274500003-aqua-kenzo-pour-homme,"Красные ягоды добавляют сочности и напора свежим листьям орешника. Уникальные решения, оригинальные растительные акценты. Тандем сандалового дерева и кедра обретает внезапно освежающие оттенки, придавая композиции остроту и чувственную энергию. Свежий и стильный древесный аромат.",-,Франция
"Палочки для ароматического диффузора VENEW  rattan 22 cm, 3 mm",-,499,https://goldapple.ru/19000195371-rattan-22-cm-3-mm,"Ротанговые палочки. Длина 22 см, диаметр 3 мм. 
Ротанг - натуральный материал для плетения. Пористая структура палочек очень хорошо пропитывается ароматом, а поверхность активно испаряет его, ароматизируя помещение. Палочки используются только с арома-композициями, диффузорами и другими ёмкостями для парфюмерных жидкостей.","Избавьте палочки от упаковки, вставьте в диффузор или ёмкость с арома-композицией. Через несколько минут переверните палочки. Регулировать интенсивность отдачи аромата в воздух очень легко. Если нужно более нежное, невесомое звучание, часть палочек уберите. Чтобы сделать запах более насыщенным – добавьте больше. При смене жидкости в диффузоре обязательно ставьте новые палочки.",Россия
Парфюмерная вода Affinessence  VANILLE-BENJOIN Deluxe Wood Coffret,-,22 834,https://goldapple.ru/19000225165-vanille-benjoin-deluxe-wood-coffret,"В аромате AFFINESSENCE из коллекции Notes de Fond (или Base Notes collection) встретились два вида ванили: абсолю таитянской ванили, в звучании которой проявляются намеки на ноту кожи, а абсолю мадагаскарской ванили с чарующей сладостью. 
К уникальному союзу присоединяется аккорд сиамского бензоина, приятно удивляющий бальзамическими и миндальными гранями. Вместе бензоин и ваниль создают завораживающий и пьянящий шлейф. 
В то же время бобы тонка, амброксан и кедр усиливают соблазнительную, чувственною сторону аромата. 

Парфюмеры – Corinne Cachen и Sophie Bruneau.",Только для наружного применения.,Франция
Парфюмерная вода Ajmal  Amber wood Noir,-,21 714,https://goldapple.ru/19000180716-amber-wood-noir,"С 1951 дом AJMAL выпускает пышные, сияющие обилием оттенков ароматы, влюбляющие в себя миллионы людей по всему миру. В 2014 году AJMAL обращается к более утонченной парфюмерной гамме, открывая коллекцию SIGNATURE ароматом Amber Wood «W»-серии. 
Подколлекция «W» названа заглавной буквой слова «Wood», и все ее наполнение раскрывает красоту и богатство древесного аккорда, являя его теплые и сладковатые оттенки свежего спила, густой и тягучий смолистый нюанс, и множество других – от ясной свежести молодой листвы до горечи тленных корней и мхов. 
","Только на чистую кожу. Наносите парфюм только на тело, не на одежду. Наносить парфюм на несколько точек. Никогда не растирайте парфюм, позвольте ароматным капелькам парфюмированной воды, самостоятельно впитаться в кожу, тогда пирамида останется целой и невредимой, соответственно раскроется в своей естественной последовательности.",ОАЭ
Туалетная вода Armand Basi  In RED,4.5,5 650,https://goldapple.ru/80130500001-in-red,"Туалетная вода Armand Basi In RED для женщин для начала восхитит да порадует вас свежестью мандарина и вкусными приправами имбиря, бергамота, кардамона. Запахи удивительно сочетаются в чудесный фимиам. Эта чувственная прелюдия к цветочному аромату делает туалетную воду непревзойденной в повседневном пользовании. Сердце аромата сладкое благодаря жасмину, фиалке, розе и ландышу. Использование в Armand Basi базовых нот мха, древесины и мускуса наиболее точно раскрывает весь букет благоухания. Благодаря цветам аромат наполнен весной, он придает молодость. А еще In RED для женщин дышит чувственностью, благородностью и женственностью.",Только для наружного применения.,Италия
Парфюмерная вода ATKINSONS  Gold Fair in Mayfair,4.6,18 630,https://goldapple.ru/19000010729-gold-fair-in-mayfair,"Изысканный аромат ATKINSONS с необычным сочетанием нот посвящен району Мейфэр, расположенному в центральном Лондоне. Этот район, один из самых престижных и знаменитых в городе, известен фешенебельными магазинами, роскошными бутиками и духом аристократичности. Атмосферу легендарного места передают тёплые ноты ириса и какао, с которыми органично сочетается свежий шалфей. Абсент и мускатный орех украшают этот оригинальный коктейль. Амброксан, ветивер и стиракс делают композицию, отражающую стиль и блеск района Мейфэр, глубокой и многогранной.
 
",-,Италия
Парфюмерная вода BANANA REPUBLIC  Peony & Peppercorn,4.2,3 851,https://goldapple.ru/19000132894-peony-peppercorn,"Peony & Peppercorn от Banana Republic – это цветочно-пряный аромат, который раскрывается пикантными нотами розового перца и свежестью бергамота. Верхние ноты плавно уступают место ароматному букету из элегантных розовых пионов и нежных лепестков розы, объединённых в сердце парфюмерной композиции. Мускус и древесные ноты делают аромат более многогранным и смелым. 
Парфюмер – Vincent Kuczinski.",Только для наружного применения.,Франция
Парфюмерная вода Birkholz  Vanilla Vibes,4.8,12 061,https://goldapple.ru/19000206612-vanilla-vibes,"Свежий, но в то же время теплый и пряный аромат BIRKHOLZ подчеркивает уникальный характер ценнейшего ингредиента – ванили. В современной интерпретации ваниль и её тонкую, пряную сладость дополняют свежие и травянисто-дымные аккорды. 
Нота лаванды, напоминающая о лавандовых полях Прованса, гармонирует с бодрящей свежестью бергамота, подчёркивая ванильную нежность, которую обрамляют чувственные амбра и мускус. 
",Только для наружного применения.,Германия
Ароматическая свеча Bloomcandles  Кашемировое дерево,4.3,708,https://goldapple.ru/19000187138-kasemirovoe-derevo,"Один из самых необычных и волшебных ароматов нашей линии свечей. Сочетание свежести бергамота и сладости пачули создают аромат, которым невозможно надышаться. А белый кедр и удовое дерево добавляют древесных, обволакивающих нот. 
Идеально подходит для подарка, так как нравится всем.

Разновидность аромата: сложный, сладковатый, древесный, свежий, есть цитрусовые ноты.
Особенности:м

• Свеча в керамическом кашпо.
• Время горения – 10-15 часов.
• Деревянный фитиль из розового дерева, создающий уютный треск, как от камина.
• Лаконичный дизайн и сочетание белого матового кашпо с пудровыми элементами  подходит к любому интерьеру.
• Подарочная пудровая упаковка, тишью и сургучная печать, делают свечу - идеальным подарком, как себе, так и другим.","Ароматические свечи имеют насыщенный, яркий аромат. Пространство наполняется ароматом через 5 - 15  минут после зажжения 
• Важно! В помещении не должно быть сквозняка, чтобы аромат не улетучивался..
• Чтобы свеча дольше сохраняла свой аромат тушите пламя не задувая, а накрывая ее крышкой.
• Не оставляйте свечу наедине с детьми и животными.
 • Фитиль изготавливается из розового дерева, поэтому при горении он издает приятный, уютный треск, похожий на камин. 
• Обязательно подрезайте фитиль на 1-2 мм перед каждым использованием, чтобы пламя не коптило и горело ровно.",Россия
Рефил парфюмерной воды ESSENTIAL PARFUMS PARIS  Fig infusion,4.4,7 208,https://goldapple.ru/19000148363-fig-infusion,"Рефил для пополняемого флакона парфюмерной воды ESSENTIAL PARFUMS PARIS ""FIG INFUSION by Nathalie Lorson"". Парфюмер – Nathalie Lorson. 
«Я представляла себе искрящийся и светлый аромат, посвященный удовольствиям и радостям жизни. Мне хотелось создать композицию, которая вызовет ассоциации с послеобеденным отдыхом в уютном фруктовом саду и сладкой дремой в тени смоковницы». 

Успокаивающая композиция от ESSENTIAL PARFUMS PARIS построена вокруг ноты инжира, объединившей фруктовые, сливочные и зеленые оттенки. Сочность свежего фрукта подчеркивают итальянский мандарин, яркая нота черного чая и апельсиновый цвет. Тёплая нота сандала делает композицию более насыщенной, а бензоин, аромат которого напоминает сочетание ванили, амбры и корицы, придаёт изысканную сладость. 

Создатели парфюмерной воды ESSENTIAL PARFUMS PARIS выбирают натуральные, экологически чистые материалы и стремятся снизить воздействие на окружающую среду. Для производства аромата использовались натуральные цветы апельсина из Туниса, бензоин из Вьетнама и черный чай со Шри-Ланки. 

Сделать парфюмерию еще более экологичной и безопасной для окружающей среды позволяет формат рефила, благодаря которому основной флакон парфюмерной воды становится подходящим для многоразового использования. 

Флакон рефила создан из алюминия, подходящего для переработки.

",Откройте оригинальный пополняемый флакон парфюмерной воды и наполните его из рефила. Только для наружного применения.,Франция
Ароматический диффузор FOR ME by gold apple  My Mantra,4.0,3 330,https://goldapple.ru/19000125894-my-mantra,"Ароматический диффузор для дома, который наполнит помещение приятным ароматом. В каждом спрятана своя мини-история. 

Аромат My Mantra – история твоей медитации.

Умиротворяющая дымность благовоний и шероховатые солнечные лучи, которые пробиваются через нее. Древесность индийского сандала переплетается с яркими нотами восточных пряностей и свежестью лемонграсса, успокаивая и настраивая на день.","Открыть рефил с жидкостью, перелить ее в декоративный флакон. 
Вставить в отверстие несколько палочек. 
Для оптимальной интенсивности аромата используйте 5 палочек из набора. 
Рекомендуем перевернуть палочки сразу после погружения, это позволит аромату раскрыться быстрее.",Россия
Парфюмерная вода J.U.S Joyau Unique & Sensoriel  Sensoriel Sexycrush,-,7 850,https://goldapple.ru/19000153560-sensoriel-sexycrush,"Чувственная и захватывающая композиция J.U.S объединяет чарующую ноту розы, благородную роскошь уда, нежность ванили и глубину лабданума. Опьяняющее сочетание нот, усиленное тонким пряным аккордом, дразнит изысканной сладостью и притягательным, тёплым бальзамическим звучанием. 
Насыщенная и стойкая композиция привлекает внимание и оставляет след в сердцах. Классификация аромата: древесный, восточный. Парфюмер – Aliénor Massenet.

",Для наружного применения.,Франция
Туалетная вода Loewe  SOLO ELLA,4.8,7 470,https://goldapple.ru/19000017111-solo-ella,"Тропический и экзотический аромат туалетной воды LOEWE SOLO Ella  сочетает в себе контрастные ноты пиона Пиони Пинк и пралине в гурманском аккорде, а также амбру и питайю во фруктовом аккорде. Этот аромат заключен в прозрачный стеклянный флакон оранжевого оттенка.
",-,Испания
Ароматическая свеча Mark Buxton  leather & lily,-,3 850,https://goldapple.ru/19000191220-leather-lily,"Стильная черная свеча Mark Buxton украшает интерьер и наполняет помещение изысканным, гармоничным ароматом с тонкой нотой кожи, которую смягчает цветочное звучание лилии. 
Время горения свечи – до 55 часов. 
Авторы парфюмерной композиции – Марк Бакстон и Дэвид Чизе. ",-,Франция
Парфюмерный экстракт Mind Games  Castling,4.4,19 162,https://goldapple.ru/19000166820-castling,"В шахматах рокировка превращает защиту в нападение и меняет намерения игрока, которые легко могут привести к победе. Аромат превосходит ожидания и отличается яркостью, элегантностью и утонченностью. 
Бергамот и яркие цветы склоняются перед глубокими нотами белой древесины, ветивера и мускуса. Каким будет ваш следующий ход? Исследуйте разум, чувства, силу духа с MIND GAMES и погрузитесь в стратегически идеальные композиции.
",Распылите на кожу с расстояния 20-30 см.,США
Парфюмерная вода Rose et Marius  L’eau ensoleillée de rose,4.3,5 975,https://goldapple.ru/19000173772-l-eau-ensoleillee-de-rose,"Прикоснитесь к искусству жизни в Провансе с уникальными композициями из Грасса. Гардеробную, залитую солнцем, наполняет изысканный аромат роскошного букета жасмина, роз, нероли и стручков ванили. 
Парфюмерная вода L’eau ensoleillée de rose оставляет после себя ощущение эйфории, словно летним днем на юге Франции.
Цветочно-гурманская композиция обладает бархатистым и женственным характером. Многогранные оттенки бобов тонка и стручков мадагаскарской ванили раскрываются сладостью, которая завораживает. 
Лепестки роз, жасмина и нероли придают аромату изысканность. Шелковистый белый мускус окутывает легкой вуалью.
",Распылите на кожу на расстоянии 20-30 см.,Франция
Парфюмерная вода-спрей Tom Ford  Black Orchid,4.7,19 920,https://goldapple.ru/26370100001-black-orchid,Яркий аромат с насыщенными глубокими аккордами и соблазнительными нотами черной орхидеи и специй — воплощение гламура и непреходящей роскоши.,-,Швейцария
Парфюмерная вода Vilhelm Parfumerie  Moon carnival,4.7,20 625,https://goldapple.ru/19760305910-moon-carnival,"Он был влюблен в танцовщицу, золотая кожа которой источала аромат страсти. Больше всех цветов на свете его возлюбленной нравился аромат туберозы. Поэтому он отправился в путешествие по всему миру в поисках всех сортов туберозы, которыми он затем украсил Луну. На протяжении семи дней и семи ночей луна источала этот чарующий аромат – груши, туберозы, амброксана, орриса и мускуса – аромат, распространявшийся по всему миру!",Укутайтесь в облако любимой композиции с самого утра.,США
Одеколон Acqua di Parma  Colonia Pura,5.0,17 900,https://goldapple.ru/26424400001-colonia-pure,"Colonia Pura – это безусловное воплощение гордой традиции изысканности и стиля. Совсем как первый аромат Colonia от Acqua di Parma, новый Colonia Pura вобрал в себя радость, совершенство и теплоту итальянского образа жизни. Это эксклюзивный аромат, созданный для мужчин и женщин, обладающих врожденной элегантностью. Притворенный в жизнь с энергией молодости и еще более легким подходом к свежести, Colonia Pura – это идеальный аромат для представителя нового поколения.",-,Италия
Парфюмерная вода Amouage  Guidance,5.0,43 485,https://goldapple.ru/19000235935-guidance,"НЕЖНАЯ СИЛА ЖЕНСТВЕННОСТИ
Башня из слоновой кости, окутанная редкими облаками… Из нежного грушевого тумана, манящего аромата миндального молочка и жемчужной росы ладана складывается образ уютного убежища.
Шепот принцессы зовет вас в глубь пышного сада, где цветы османтуса разливают свой пьянящий абрикосовый аромат. В центре сада поблескивает фонтан, его мраморная чаша усыпана алыми розами, чей чувственный аромат встречается с кожаными оттенками шафрана, рассыпанного на полу.
Сквозь завесу знойного жасмина идет женщина, и с ней приходит аромат темной ванили и сандалового дерева с нотами кожи, амбровые оттенки лабданума и вкрадчивые ноты королевской амбры. «Кто вы?» — спрашивает она. Вас заметили.
Аромат GUIDANCE — непривычная интерпретация триады Amouage, состоящей из розы, ладана и амбры, — звучит как поэма, ощущается как объятья, воспринимается как мудрое изречение.","Парфюмерную воду следует наносить с расстояния 10-15 см. на тепловые точки: под коленями, область живота, запястья, сгибы локтей, район солнечного сплетения, точки за ушами, основание шеи со стороны спины, затылок. Как правило на одну точку достаточно один раз нажать на спрей. Растирать парфюмерную воду не рекомендуется, так как это может нарушить правильный процесс раскрытия композиции. Для повышения стойкости рекомендуем наносить на хорошо увлажненную кожу, комбинируя с кремом, молочком или маслом для тела.",Оман
